"item_id	item_name	category	department"
"7344	T-Shirt all over	merchandising	non_food"
"7345	Longsleeve	merchandising	non_food"
"7347	Hoodie	merchandising	non_food"
"7353	Espresso/Tee	hot_drinks	drinks"
"7354	Americano/Espresso Mach	hot_drinks	drinks"
"7355	Americano L / Doppio	hot_drinks	drinks"
"7356	Americano XL	hot_drinks	drinks"
"7357	Non Coffee	hot_drinks	drinks"
"7358	Cappuccino M	hot_drinks	drinks"
"7359	Cappuccino L	hot_drinks	drinks"
"7360	Cappuccino XL	hot_drinks	drinks"
"7361	Milchkaffee/Latte L/Specials M	hot_drinks	drinks"
"7362	Milchkaffee/Latte XL	nos	other"
"7363	Extra shot/extra milch	hot_drinks	drinks"
"7364	Specials L	hot_drinks	drinks"
"7365	Specials XL	hot_drinks	drinks"
"7366	Vodka Red Bull Summer	spirit	drinks"
"7367	Vodka Red Bull Yellow	spirit	drinks"
"7368	Summers Tale	spirit	drinks"
"7369	MELT GLAMOUR	spirit	drinks"
"7370	Think Pink	spirit	drinks"
"7371	Adios Amigo	spirit	drinks"
"7372	Caipirinha	spirit	drinks"
"7373	Mojito	spirit	drinks"
"7374	Moscow Mule	spirit	drinks"
"7375	Cuba Libre	spirit	drinks"
"7376	Tequila Sunrise	spirit	drinks"
"7377	Sex on the Beach	spirit	drinks"
"7378	Touch Down	spirit	drinks"
"7379	Bahama Mama	spirit	drinks"
"7380	Erdbeer-Caipi	spirit	drinks"
"7381	Vodka Lemon	spirit	drinks"
"7382	Jaegermeister	spirit	drinks"
"7383	Tequila Gold	spirit	drinks"
"7384	Tequila Silver	spirit	drinks"
"7385	Long Island Ice Tea 1"
"7386	Adios Amigo 1"
"7387	Caipirinha1"
"7388	Mojito 1"
"7389	Moscow Mule 1"
"7390	Cuba Libre 1"
"7391	Tequila Sunrise 1"
"7392	Sex on the Beach 1"
"7393	Touch Down 1"
"7394	Bahama Mama 1"
"7395	Erdbeer-Caipi 1"
"7397	Rum Cola 1"
"7398	Gin Tonic 1"
"7399	Vodka Cola 1"
"7400	Vodka Lemon 1"
"7401	Vodka Red Bull 1"
"7402	Vodka Red Bull Summer 1l	spirit	drinks"
"7404	Jaegerm Red Bull 1"
"7405	Caipiroska	spirit	drinks"
"7406	Caipi Frutas	spirit	drinks"
"7407	Pina Colada	spirit	drinks"
"7408	White Russian	spirit	drinks"
"7409	Long Island Ice Tea	spirit	drinks"
"7410	Blue Lagoon	spirit	drinks"
"7411	Whiskey Ginger Ale	spirit	drinks"
"7412	Caipirinha 1"
"7414	Melt Bier	tap_beer	drinks"
"7415	Vodka Ketel One	spirit	drinks"
"7416	Vodka Smirnoff Black	spirit	drinks"
"7417	Dutch Mule	spirit	drinks"
"7418	Ketel Soda	spirit	drinks"
"7419	London Buck	spirit	drinks"
"7420	London Snicket	spirit	drinks"
"7421	Pimms No. 1	spirit	drinks"
"7422	Tanqueray Sevilla	spirit	drinks"
"7423	Tanqueray 10	spirit	drinks"
"7424	The Green Bere	spirit	drinks"
"7425	Redemption	spirit	drinks"
"7426	Tanqueray No 10	spirit	drinks"
"7427	Tanqueray Sevilla	spirit	drinks"
"7428	Desperados Original	beer	drinks"
"7429	Shots Diverse	spirit	drinks"
"7432	Jever Fun Alk Frei	beer	drinks"
"7435	Sekt Red Bull	spirit	drinks"
"7436	Vodka Tonic	spirit	drinks"
"7437	Whiskey Ginger	spirit	drinks"
"7438	Moscow Mule	spirit	drinks"
"7439	Kaffee	hot_drinks	drinks"
"7440	Latte Machiatto	hot_drinks	drinks"
"7441	Cappucino	hot_drinks	drinks"
"7442	Vodka Bitter Lemon	spirit	drinks"
"7443	Gin Buck	spirit	drinks"
"7444	Elderflower Collins	spirit	drinks"
"7445	Horses Neck	spirit	drinks"
"7446	Le Gurk	spirit	drinks"
"7447	Ear Ring/Ring	nos	other"
"7452	Cuff	nos	other"
"7455	Inflatable Pilllow	nos	other"
"7456	Anal Dousche	nos	other"
"7457	Gum	nos	other"
"7460	Stone Enter Night	beer	drinks"
"7462	Longdrinks	nos	other"
"7463	Alkfrei Cocktail	nos	other"
"7464	Birkenwasser	nos	other"
"7467	Meatball Sub	food_nos	food"
"7468	Veggie Sub	food_nos	food"
"7469	Franz Broetchen	snack	food"
"7470	1x Vio Still	drinks_nos	drinks"
"7471	1x Vio Still+1x Becher	drinks_nos	drinks"
"7472	3x Vio Still+1x Becher	drinks_nos	drinks"
"7474	1x Coca Cola	soft_drink	drinks"
"7475	1x Coca Cola+1x Becher	soft_drink	drinks"
"7477	1x Red Bull	soft_drink	drinks"
"7478	1x Red Bull+1x Becher	soft_drink	drinks"
"7480	Filterkaffee 0"
"7481	Filterkaffee 0"
"7482	Schokocroissant	food_nos	food"
