category_1	category_2	correlation
wine	slow_food	0.015245189294011561
wine	snack	0.014642772525681035
wine	sweets	-0.01186373555418972
wine	camping	-0.02371485225488762
wine	deposit	0.11706282004721517
wine	facilities	-0.0332188439769948
wine	festival	-0.014834043331474858
wine	merchandising	-0.009585476659215901
wine	non_food_nos	0.006799103665255264
wine	tobacco	0.0030688069962440923
wine	nos	0.01443721782813168
wine	total_order_tkn	0.11969770808733386
fast_food	beer	0.21443616444806768
fast_food	drinks_nos	0.22074003702139136
fast_food	energy_drink	0.11600612043809629
fast_food	hot_drinks	0.1678449904157311
fast_food	soft_drink	0.3159465443191498
fast_food	spirit	0.15017163895909647
fast_food	tap_beer	0.16555254624769086
fast_food	wine	-0.0007274876445299851
fast_food	food_nos	0.06390843437440612
fast_food	ice_cream	0.10381349934632772
fast_food	slow_food	0.068979916965576
fast_food	snack	0.20224269167234196
fast_food	sweets	0.1479949358156708
fast_food	camping	0.1962793646944197
fast_food	deposit	0.23971652711730293
fast_food	facilities	0.1562940524515346
fast_food	festival	0.05369226293812245
fast_food	merchandising	0.03119362181404609
fast_food	non_food_nos	0.015851493467959832
fast_food	tobacco	0.12566228105866453
fast_food	nos	0.07789612349165367
fast_food	total_order_tkn	0.5783243006637385
food_nos	beer	0.008933276495199089
food_nos	drinks_nos	0.03691180657872818
food_nos	energy_drink	0.01674242013894753
food_nos	hot_drinks	0.05846845739361394
food_nos	soft_drink	0.05676588377472127
food_nos	spirit	0.010879955791686335
food_nos	tap_beer	0.020912326536280505
food_nos	wine	0.003807921178404403
food_nos	fast_food	0.06390843437440612
food_nos	ice_cream	0.021486640724126847
food_nos	slow_food	0.025541810035002523
food_nos	snack	0.07745506101081862
food_nos	sweets	0.03990711758951064
food_nos	camping	0.01799385337985759
food_nos	deposit	0.0378452318698975
food_nos	facilities	-0.004153183844955775
food_nos	festival	0.009726000221302985
food_nos	merchandising	0.01488303171779896
food_nos	non_food_nos	0.010001111296330596
food_nos	tobacco	0.008612328425109396
food_nos	nos	0.015493194445853911
food_nos	total_order_tkn	0.08035295316559932
ice_cream	beer	0.022450568879422362
ice_cream	drinks_nos	0.09510840954850959
ice_cream	energy_drink	0.023272734331121977
ice_cream	hot_drinks	0.002051412612136885
ice_cream	soft_drink	0.09755832948670856
ice_cream	spirit	0.01949471410543813
ice_cream	tap_beer	-0.0358954192516008
ice_cream	wine	-0.01684411944788314
ice_cream	fast_food	0.10381349934632772
ice_cream	food_nos	0.021486640724126847
ice_cream	slow_food	0.0056670402006386246
ice_cream	snack	0.06520013881189435
ice_cream	sweets	0.07747525897391978
ice_cream	camping	0.08191098592948898
ice_cream	deposit	-0.0018273218752618073
ice_cream	facilities	0.027820058125953718
ice_cream	festival	-0.0006387206840340908
ice_cream	merchandising	0.024846295289815645
ice_cream	non_food_nos	0.005035371840692255
ice_cream	tobacco	0.02003598371411969
ice_cream	nos	0.015937295121224247
ice_cream	total_order_tkn	0.09809213754367319
slow_food	beer	0.022412381627390735
slow_food	drinks_nos	0.05158031344628582
slow_food	energy_drink	0.027016411773714954
slow_food	hot_drinks	0.07120088770966658
slow_food	soft_drink	0.06088793723382744
slow_food	spirit	0.04902917820894628
slow_food	tap_beer	0.05586966092877076
slow_food	wine	0.015245189294011561
slow_food	fast_food	0.068979916965576
slow_food	food_nos	0.025541810035002523
slow_food	ice_cream	0.0056670402006386246
slow_food	snack	0.07845428248405258
slow_food	sweets	0.05218323824697776
slow_food	camping	0.03158178258966807
slow_food	deposit	0.06362544824826333
slow_food	facilities	0.024325726435628612
slow_food	festival	0.04543586856419147
slow_food	merchandising	0.007373950296084583
slow_food	non_food_nos	0.010821598262045226
slow_food	tobacco	0.033805041378786184
slow_food	nos	0.013613726833569663
slow_food	total_order_tkn	0.15429201893595865
snack	beer	0.11742406095152447
snack	drinks_nos	0.1623280538888969
snack	energy_drink	0.07213753234215493
snack	hot_drinks	0.2479781978260504
snack	soft_drink	0.2522622918931372
snack	spirit	0.06984688070797887
snack	tap_beer	0.05622004784473924
snack	wine	0.014642772525681035
snack	fast_food	0.20224269167234196
snack	food_nos	0.07745506101081862
snack	ice_cream	0.06520013881189435
snack	slow_food	0.07845428248405258
snack	sweets	0.1493120023356011
snack	camping	0.12692743759703767
snack	deposit	0.12367019123315569
snack	facilities	0.05359392323709251
snack	festival	0.034728235052496975
snack	merchandising	0.03363153026071522
snack	non_food_nos	0.016643220862770286
snack	tobacco	0.06209751116052757
snack	nos	0.05411054115893985
snack	total_order_tkn	0.3270881603192612
sweets	beer	-0.005964259385095971
sweets	drinks_nos	0.12388878516883144
sweets	energy_drink	0.048671947618184594
sweets	hot_drinks	0.09402519075614581
sweets	soft_drink	0.09149819450905569
sweets	spirit	0.010616948634191641
sweets	tap_beer	-0.05074404618678123
sweets	wine	-0.01186373555418972
sweets	fast_food	0.1479949358156708
sweets	food_nos	0.03990711758951064
sweets	ice_cream	0.07747525897391978
sweets	slow_food	0.05218323824697776
sweets	snack	0.1493120023356011
sweets	camping	0.08282761502325366
sweets	deposit	0.0076815021463486855
sweets	facilities	0.04221991331055641
sweets	festival	0.03270689936057059
sweets	merchandising	0.03416641010051452
sweets	non_food_nos	0.0
sweets	tobacco	0.01235092627419437
sweets	nos	0.0354280919330399
sweets	total_order_tkn	0.13745477862325417
camping	beer	0.08218104489542724
camping	drinks_nos	0.12822191264663682
camping	energy_drink	0.0651269299916643
camping	hot_drinks	0.06513490920561908
camping	soft_drink	0.15604386253697966
camping	spirit	0.03611107480370523
camping	tap_beer	0.001846377170740104
camping	wine	-0.02371485225488762
camping	fast_food	0.1962793646944197
camping	food_nos	0.01799385337985759
camping	ice_cream	0.08191098592948898
camping	slow_food	0.03158178258966807
camping	snack	0.12692743759703767
camping	sweets	0.08282761502325366
camping	deposit	0.057022581895991374
camping	facilities	0.1105689362488181
camping	festival	0.047867359396946405
camping	merchandising	0.04974636819890415
camping	non_food_nos	0.029779620333897718
camping	tobacco	0.04741991667579477
camping	nos	0.04503934740282022
camping	total_order_tkn	0.2473021079000246
deposit	beer	0.3766990776757532
deposit	drinks_nos	0.08399288017016243
deposit	energy_drink	0.12984444017405816
deposit	hot_drinks	0.11602684512708486
deposit	soft_drink	0.29906607666721746
deposit	spirit	0.3279946082270093
deposit	tap_beer	0.5703541868281884
deposit	wine	0.11706282004721517
deposit	fast_food	0.23971652711730293
deposit	food_nos	0.0378452318698975
deposit	ice_cream	-0.0018273218752618073
deposit	slow_food	0.06362544824826333
deposit	snack	0.12367019123315569
deposit	sweets	0.0076815021463486855
deposit	camping	0.057022581895991374
deposit	facilities	0.050563392775819525
deposit	festival	0.011938536998644724
deposit	merchandising	0.02193577144312938
deposit	non_food_nos	0.01675975190289157
deposit	tobacco	0.10758731651832487
deposit	nos	0.041553157250153336
deposit	total_order_tkn	0.5065884437009384
facilities	beer	0.054737894553199704
facilities	drinks_nos	0.06891422768783874
facilities	energy_drink	0.022767767231062965
facilities	hot_drinks	0.06165031916328718
facilities	soft_drink	0.10898655314894512
facilities	spirit	0.0029571198883563718
facilities	tap_beer	0.02854698697842024
facilities	wine	-0.0332188439769948
facilities	fast_food	0.1562940524515346
facilities	food_nos	-0.004153183844955775
facilities	ice_cream	0.027820058125953718
facilities	slow_food	0.024325726435628612
facilities	snack	0.05359392323709251
facilities	sweets	0.04221991331055641
facilities	camping	0.1105689362488181
facilities	deposit	0.050563392775819525
facilities	festival	-0.1019451290333083
facilities	merchandising	0.005250021332322684
facilities	non_food_nos	0.0027082971876810826
facilities	tobacco	0.05126852614701
facilities	nos	0.032551690690240956
facilities	total_order_tkn	0.15090781029099984
festival	beer	0.016515373084882243
festival	drinks_nos	0.051166138033189486
festival	energy_drink	0.04143105905456662
festival	hot_drinks	0.02163992383803016
festival	soft_drink	0.0550103647311215
festival	spirit	0.0017502838879310597
festival	tap_beer	0.019248311467400452
festival	wine	-0.014834043331474858
festival	fast_food	0.05369226293812245
festival	food_nos	0.009726000221302985
festival	ice_cream	-0.0006387206840340908
festival	slow_food	0.04543586856419147
festival	snack	0.034728235052496975
festival	sweets	0.03270689936057059
festival	camping	0.047867359396946405
festival	deposit	0.011938536998644724
festival	facilities	-0.1019451290333083
festival	merchandising	0.02458918773944116
festival	non_food_nos	0.00634233880080523
festival	tobacco	0.021846494101466513
festival	nos	0.028713349550931366
festival	total_order_tkn	0.08670272228036224
merchandising	beer	0.020009849938487954
merchandising	drinks_nos	0.028694684056556317
merchandising	energy_drink	0.050237823495512986
merchandising	hot_drinks	0.02297436501627036
merchandising	soft_drink	0.03253313658003797
merchandising	spirit	0.00859887946371019
merchandising	tap_beer	0.008796019321521667
merchandising	wine	-0.009585476659215901
merchandising	fast_food	0.03119362181404609
merchandising	food_nos	0.01488303171779896
merchandising	ice_cream	0.024846295289815645
merchandising	slow_food	0.007373950296084583
merchandising	snack	0.03363153026071522
merchandising	sweets	0.03416641010051452
merchandising	camping	0.04974636819890415
merchandising	deposit	0.02193577144312938
merchandising	facilities	0.005250021332322684
merchandising	festival	0.02458918773944116
merchandising	non_food_nos	0.005874228140418678
merchandising	tobacco	0.014826684967977774
merchandising	nos	0.02800617172852998
merchandising	total_order_tkn	0.14067658649240652
non_food_nos	beer	0.018924330198669563
non_food_nos	drinks_nos	0.004440766649078758
non_food_nos	energy_drink	0.00545887818478808
non_food_nos	hot_drinks	0.014259014765217433
non_food_nos	soft_drink	0.03191552790845278
non_food_nos	spirit	0.00799907855922191
non_food_nos	tap_beer	0.014439132378879534
non_food_nos	wine	0.006799103665255264
non_food_nos	fast_food	0.015851493467959832
non_food_nos	food_nos	0.010001111296330596
non_food_nos	ice_cream	0.005035371840692255
non_food_nos	slow_food	0.010821598262045226
non_food_nos	snack	0.016643220862770286
non_food_nos	sweets	0.0
non_food_nos	camping	0.029779620333897718
non_food_nos	deposit	0.01675975190289157
non_food_nos	facilities	0.0027082971876810826
non_food_nos	festival	0.00634233880080523
non_food_nos	merchandising	0.005874228140418678
non_food_nos	tobacco	0.010393034504469448
non_food_nos	nos	0.014022453903762567
non_food_nos	total_order_tkn	0.028261411219899422
tobacco	beer	0.1428467579784206
tobacco	drinks_nos	0.07415255255634415
tobacco	energy_drink	0.07769898744459507
tobacco	hot_drinks	0.04288565412667048
tobacco	soft_drink	0.17456017917356575
tobacco	spirit	0.09074746266427523
tobacco	tap_beer	0.14406374498716512
tobacco	wine	0.0030688069962440923
tobacco	fast_food	0.12566228105866453
tobacco	food_nos	0.008612328425109396
tobacco	ice_cream	0.02003598371411969
tobacco	slow_food	0.033805041378786184
tobacco	snack	0.06209751116052757
tobacco	sweets	0.01235092627419437
tobacco	camping	0.04741991667579477
tobacco	deposit	0.10758731651832487
tobacco	facilities	0.05126852614701
tobacco	festival	0.021846494101466513
tobacco	merchandising	0.014826684967977774
tobacco	non_food_nos	0.010393034504469448
tobacco	nos	0.026529872603091816
tobacco	total_order_tkn	0.32921677320514237
nos	beer	0.052102629856159044
nos	drinks_nos	0.04175085116798803
nos	energy_drink	0.011008168594837463
nos	hot_drinks	0.05337344111304027
nos	soft_drink	0.028751240122445194
nos	spirit	0.04377706467554732
nos	tap_beer	0.02017221716443002
nos	wine	0.01443721782813168
nos	fast_food	0.07789612349165367
nos	food_nos	0.015493194445853911
nos	ice_cream	0.015937295121224247
nos	slow_food	0.013613726833569663
nos	snack	0.05411054115893985
nos	sweets	0.0354280919330399
nos	camping	0.04503934740282022
nos	deposit	0.041553157250153336
nos	facilities	0.032551690690240956
nos	festival	0.028713349550931366
nos	merchandising	0.02800617172852998
nos	non_food_nos	0.014022453903762567
nos	tobacco	0.026529872603091816
nos	total_order_tkn	0.08981066925019476
total_order_tkn	beer	0.43611236729041014
total_order_tkn	drinks_nos	0.26540120129268274
total_order_tkn	energy_drink	0.1761413952417088
total_order_tkn	hot_drinks	0.2531793527959367
total_order_tkn	soft_drink	0.5559026559511355
total_order_tkn	spirit	0.5489502674047795
total_order_tkn	tap_beer	0.48085828820346865
total_order_tkn	wine	0.11969770808733386
total_order_tkn	fast_food	0.5783243006637385
total_order_tkn	food_nos	0.08035295316559932
total_order_tkn	ice_cream	0.09809213754367319
total_order_tkn	slow_food	0.15429201893595865
total_order_tkn	snack	0.3270881603192612
total_order_tkn	sweets	0.13745477862325417
total_order_tkn	camping	0.2473021079000246
total_order_tkn	deposit	0.5065884437009384
total_order_tkn	facilities	0.15090781029099984
total_order_tkn	festival	0.08670272228036224
total_order_tkn	merchandising	0.14067658649240652
total_order_tkn	non_food_nos	0.028261411219899422
total_order_tkn	tobacco	0.32921677320514237
total_order_tkn	nos	0.08981066925019476
